,User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
32768,1005029,P00159442,M,26-35,4,C,1,1,5,8,,1852
32769,1005029,P00140742,M,26-35,4,C,1,1,1,15,,15878
32770,1005029,P00030842,M,26-35,4,C,1,1,1,2,15,15834
32771,1005029,P00223342,M,26-35,4,C,1,1,6,,,16688
32772,1005029,P00220142,M,26-35,4,C,1,1,1,15,,15474
32773,1005029,P00303842,M,26-35,4,C,1,1,5,8,14,7051
32774,1005030,P00080342,M,18-25,1,C,1,0,1,6,8,19548
32775,1005030,P00250242,M,18-25,1,C,1,0,5,,,8620
32776,1005030,P00248542,M,18-25,1,C,1,0,8,16,,6045
32777,1005030,P00220342,M,18-25,1,C,1,0,5,,,6998
32778,1005031,P00110842,F,26-35,4,B,0,0,1,2,5,19085
32779,1005031,P00021042,F,26-35,4,B,0,0,8,14,,8117
32780,1005032,P00161442,M,18-25,17,A,3,0,5,14,,7068
32781,1005032,P00034742,M,18-25,17,A,3,0,5,14,17,3556
32782,1005032,P00259342,M,18-25,17,A,3,0,5,9,,5338
32783,1005033,P00211142,F,55+,13,C,1,1,5,,,8583
32784,1005033,P00084642,F,55+,13,C,1,1,13,16,,959
32785,1005034,P00023042,F,26-35,15,C,1,1,5,14,,7189
32786,1005034,P00275842,F,26-35,15,C,1,1,2,9,15,12735
32787,1005034,P00063342,F,26-35,15,C,1,1,1,2,9,7928
32788,1005034,P00155442,F,26-35,15,C,1,1,1,11,15,11744
32789,1005034,P00262342,F,26-35,15,C,1,1,15,16,,21043
32790,1005035,P00111142,F,26-35,17,B,1,1,1,15,16,8197
32791,1005035,P00157642,F,26-35,17,B,1,1,1,14,16,11636
32792,1005035,P00255942,F,26-35,17,B,1,1,1,16,,11427
32793,1005035,P00127742,F,26-35,17,B,1,1,1,2,15,15338
32794,1005035,P00127542,F,26-35,17,B,1,1,1,2,15,11642
32795,1005035,P00278642,F,26-35,17,B,1,1,5,,,5234
32796,1005035,P00000142,F,26-35,17,B,1,1,3,4,5,13363
32797,1005035,P00119442,F,26-35,17,B,1,1,5,,,5221
32798,1005035,P00226542,F,26-35,17,B,1,1,1,5,,15782
32799,1005035,P0095442,F,26-35,17,B,1,1,4,5,13,2178
32800,1005035,P00197042,F,26-35,17,B,1,1,5,,,5415
32801,1005035,P00190242,F,26-35,17,B,1,1,4,5,,2775
32802,1005035,P00253242,F,26-35,17,B,1,1,5,,,6853
32803,1005035,P00349942,F,26-35,17,B,1,1,1,5,,15837
32804,1005036,P00277642,M,36-45,7,B,1,1,2,3,10,12696
32805,1005037,P00334242,M,36-45,12,C,0,1,1,8,,15803
32806,1005037,P00150542,M,36-45,12,C,0,1,5,,,7043
32807,1005038,P00332342,M,26-35,20,B,0,0,5,8,,5290
32808,1005038,P00310042,M,26-35,20,B,0,0,5,8,,3482
32809,1005038,P00033442,M,26-35,20,B,0,0,4,,,800
32810,1005038,P00289942,M,26-35,20,B,0,0,3,4,5,10791
32811,1005038,P00113242,M,26-35,20,B,0,0,1,6,8,19506
32812,1005038,P00198042,M,26-35,20,B,0,0,11,16,,7410
32813,1005038,P00355142,M,26-35,20,B,0,0,1,15,,15593
32814,1005039,P00333542,F,36-45,4,B,2,1,8,,,6107
32815,1005039,P00333042,F,36-45,4,B,2,1,5,8,,3570
32816,1005039,P00247642,F,36-45,4,B,2,1,7,,,16276
32817,1005039,P00116942,F,36-45,4,B,2,1,6,10,16,16239
32818,1005039,P00215742,F,36-45,4,B,2,1,5,16,,1947
32819,1005039,P00204142,F,36-45,4,B,2,1,16,,,8807
32820,1005039,P00015842,F,36-45,4,B,2,1,1,14,16,4298
32821,1005039,P00150942,F,36-45,4,B,2,1,6,11,13,8187
32822,1005039,P00254942,F,36-45,4,B,2,1,16,,,12862
32823,1005039,P00050842,F,36-45,4,B,2,1,6,16,,4192
32824,1005039,P00247142,F,36-45,4,B,2,1,8,15,16,4082
32825,1005039,P00032942,F,36-45,4,B,2,1,15,16,,4472
32826,1005039,P00046942,F,36-45,4,B,2,1,16,,,12575
32827,1005039,P00012842,F,36-45,4,B,2,1,16,,,4251
32828,1005040,P00181642,M,46-50,12,C,1,1,11,16,,4593
32829,1005040,P00071442,M,46-50,12,C,1,1,15,17,,17134
32830,1005040,P00019142,M,46-50,12,C,1,1,11,15,,4531
32831,1005041,P00294842,F,46-50,6,C,1,1,8,,,8081
32832,1005041,P00288642,F,46-50,6,C,1,1,16,,,20454
32833,1005041,P00201442,F,46-50,6,C,1,1,1,6,8,11693
32834,1005041,P00101542,F,46-50,6,C,1,1,13,16,,943
32835,1005042,P00046742,F,18-25,2,A,4+,1,1,2,15,11737
32836,1005042,P00284042,F,18-25,2,A,4+,1,8,17,,4089
32837,1005042,P00197042,F,18-25,2,A,4+,1,5,,,7184
32838,1005042,P00252742,F,18-25,2,A,4+,1,8,,,5849
32839,1005042,P00310442,F,18-25,2,A,4+,1,8,,,8109
32840,1005042,P00248142,F,18-25,2,A,4+,1,5,,,5410
32841,1005042,P00003642,F,18-25,2,A,4+,1,8,,,8088
32842,1005042,P00052142,F,18-25,2,A,4+,1,8,14,,6200
32843,1005042,P00191742,F,18-25,2,A,4+,1,4,11,,2137
32844,1005042,P00195442,F,18-25,2,A,4+,1,5,,,7131
32845,1005042,P00171742,F,18-25,2,A,4+,1,5,,,7025
32846,1005042,P00057242,F,18-25,2,A,4+,1,5,,,5197
32847,1005042,P00158442,F,18-25,2,A,4+,1,5,,,1751
32848,1005042,P00081142,F,18-25,2,A,4+,1,6,8,14,16194
32849,1005042,P00021642,F,18-25,2,A,4+,1,8,14,,5866
32850,1005042,P00343542,F,18-25,2,A,4+,1,8,11,,8115
32851,1005043,P00144242,F,18-25,6,C,2,0,5,14,,7032
32852,1005043,P00230442,F,18-25,6,C,2,0,14,,,18811
32853,1005044,P00217742,F,36-45,6,C,0,1,5,14,,5150
32854,1005044,P00114942,F,36-45,6,C,0,1,1,15,16,19476
32855,1005044,P00273542,F,36-45,6,C,0,1,8,14,,7888
32856,1005045,P00303042,M,36-45,0,B,3,1,5,,,5336
32857,1005045,P00116542,M,36-45,0,B,3,1,5,17,,6983
32858,1005046,P00279542,M,26-35,16,A,0,0,8,,,5979
32859,1005046,P00121142,M,26-35,16,A,0,0,8,,,7811
32860,1005046,P00192042,M,26-35,16,A,0,0,5,9,14,8851
32861,1005046,P00226542,M,26-35,16,A,0,0,1,5,,8096
32862,1005046,P00127542,M,26-35,16,A,0,0,1,2,15,4517
32863,1005046,P00024142,M,26-35,16,A,0,0,8,9,14,7901
32864,1005046,P00014542,M,26-35,16,A,0,0,8,,,8052
32865,1005046,P00146442,M,26-35,16,A,0,0,8,,,10026
32866,1005046,P00216342,M,26-35,16,A,0,0,3,4,5,8241
32867,1005046,P00033742,M,26-35,16,A,0,0,8,12,,4088
32868,1005046,P00223342,M,26-35,16,A,0,0,6,,,12246
32869,1005046,P00041042,M,26-35,16,A,0,0,1,16,,7621
32870,1005046,P00016942,M,26-35,16,A,0,0,5,,,6990
32871,1005046,P00057942,M,26-35,16,A,0,0,1,2,6,12126
32872,1005046,P00273742,M,26-35,16,A,0,0,1,17,,15484
32873,1005046,P00127342,M,26-35,16,A,0,0,1,2,15,4343
32874,1005046,P00031842,M,26-35,16,A,0,0,1,5,12,3818
32875,1005046,P00238442,M,26-35,16,A,0,0,6,,,12515
32876,1005046,P00100442,M,26-35,16,A,0,0,2,4,5,9769
32877,1005046,P00228642,M,26-35,16,A,0,0,5,18,,7008
32878,1005046,P00350142,M,26-35,16,A,0,0,8,17,,9887
32879,1005046,P00118142,M,26-35,16,A,0,0,8,17,,7940
32880,1005046,P00183042,M,26-35,16,A,0,0,15,16,,13214
32881,1005046,P00323642,M,26-35,16,A,0,0,8,,,8016
32882,1005046,P00349442,M,26-35,16,A,0,0,6,8,,20336
32883,1005046,P00351142,M,26-35,16,A,0,0,1,8,17,8199
32884,1005046,P00332242,M,26-35,16,A,0,0,1,16,,15747
32885,1005046,P00349742,M,26-35,16,A,0,0,8,,,9774
32886,1005046,P00282342,M,26-35,16,A,0,0,2,,,16437
32887,1005046,P00349942,M,26-35,16,A,0,0,1,5,,15221
32888,1005046,P00105642,M,26-35,16,A,0,0,8,,,7916
32889,1005047,P00283142,M,46-50,6,C,1,0,13,14,16,775
32890,1005047,P00105142,M,46-50,6,C,1,0,1,2,15,15618
32891,1005047,P00267642,M,46-50,6,C,1,0,8,,,3928
32892,1005047,P00217742,M,46-50,6,C,1,0,5,14,,5416
32893,1005047,P00166742,M,46-50,6,C,1,0,5,16,,8739
32894,1005047,P00045442,M,46-50,6,C,1,0,5,,,5250
32895,1005047,P00040042,M,46-50,6,C,1,0,5,,,3457
32896,1005047,P00160542,M,46-50,6,C,1,0,5,12,,3479
32897,1005047,P00036542,M,46-50,6,C,1,0,4,5,,1384
32898,1005047,P00158442,M,46-50,6,C,1,0,5,,,1885
32899,1005047,P00018942,M,46-50,6,C,1,0,8,,,8081
32900,1005048,P00196542,F,36-45,7,C,1,1,5,8,14,5266
32901,1005048,P00196442,F,36-45,7,C,1,1,5,,,5418
32902,1005049,P00114042,M,26-35,12,B,0,0,5,14,,6906
32903,1005049,P00071442,M,26-35,12,B,0,0,15,17,,21134
32904,1005049,P00005042,M,26-35,12,B,0,0,6,16,,20183
32905,1005049,P00108542,M,26-35,12,B,0,0,5,8,14,8708
32906,1005049,P00059442,M,26-35,12,B,0,0,6,8,16,19900
32907,1005049,P00117142,M,26-35,12,B,0,0,2,17,,12989
32908,1005050,P00057442,F,18-25,4,C,1,0,5,14,16,8662
32909,1005050,P00070342,F,18-25,4,C,1,0,1,2,14,15455
32910,1005050,P00117442,F,18-25,4,C,1,0,5,14,,6939
32911,1005050,P00013742,F,18-25,4,C,1,0,5,,,8891
32912,1005050,P00328042,F,18-25,4,C,1,0,8,14,,8069
32913,1005051,P00225842,F,51-55,7,C,0,0,2,4,15,9744
32914,1005051,P00265242,F,51-55,7,C,0,0,5,8,,5444
32915,1005052,P00085942,M,36-45,16,C,2,1,2,4,8,15992
32916,1005053,P00018142,M,26-35,4,C,3,0,5,,,5366
32917,1005053,P00112142,M,26-35,4,C,3,0,1,2,14,19450
32918,1005053,P00010942,M,26-35,4,C,3,0,1,2,6,15461
32919,1005053,P00307642,M,26-35,4,C,3,0,5,6,,6934
32920,1005053,P00127742,M,26-35,4,C,3,0,1,2,15,19057
32921,1005053,P00122442,M,26-35,4,C,3,0,1,11,15,19543
32922,1005053,P00170342,M,26-35,4,C,3,0,1,15,,4489
32923,1005054,P00103342,M,36-45,2,B,0,0,8,,,7995
32924,1005054,P00338442,M,36-45,2,B,0,0,1,16,,12041
32925,1005054,P00319842,M,36-45,2,B,0,0,3,5,,5347
32926,1005054,P00209842,M,36-45,2,B,0,0,5,8,,5187
32927,1005054,P00105542,M,36-45,2,B,0,0,8,,,6047
32928,1005054,P00120442,M,36-45,2,B,0,0,8,,,3902
32929,1005054,P00327242,M,36-45,2,B,0,0,5,8,,8883
32930,1005054,P00216942,M,36-45,2,B,0,0,5,,,3693
32931,1005054,P0096442,M,36-45,2,B,0,0,4,5,12,2091
32932,1005054,P00278242,M,36-45,2,B,0,0,1,,,11927
32933,1005054,P00220342,M,36-45,2,B,0,0,5,,,3717
32934,1005054,P00040442,M,36-45,2,B,0,0,5,14,,3598
32935,1005054,P00057942,M,36-45,2,B,0,0,1,2,6,11820
32936,1005054,P00058342,M,36-45,2,B,0,0,3,4,,10755
32937,1005054,P00176042,M,36-45,2,B,0,0,8,17,,7772
32938,1005054,P00084842,M,36-45,2,B,0,0,8,16,,9797
32939,1005054,P00313742,M,36-45,2,B,0,0,18,,,2280
32940,1005054,P00210442,M,36-45,2,B,0,0,5,,,5384
32941,1005054,P00089942,M,36-45,2,B,0,0,8,,,6006
32942,1005054,P00366842,M,36-45,2,B,0,0,8,,,7875
32943,1005054,P00129742,M,36-45,2,B,0,0,5,8,,5393
32944,1005054,P00211242,M,36-45,2,B,0,0,8,12,,8087
32945,1005054,P00124842,M,36-45,2,B,0,0,11,,,6168
32946,1005054,P00193642,M,36-45,2,B,0,0,2,3,4,6489
32947,1005054,P00289342,M,36-45,2,B,0,0,5,8,14,6976
32948,1005054,P00058442,M,36-45,2,B,0,0,5,14,,5297
32949,1005054,P00010342,M,36-45,2,B,0,0,8,14,,7990
32950,1005054,P00036042,M,36-45,2,B,0,0,8,,,6076
32951,1005054,P00184542,M,36-45,2,B,0,0,8,13,,4182
32952,1005054,P0098342,M,36-45,2,B,0,0,1,2,,12105
32953,1005055,P00086242,F,36-45,16,A,2,0,10,,,23169
32954,1005055,P00237442,F,36-45,16,A,2,0,8,14,,4265
32955,1005056,P00085342,M,46-50,1,C,1,1,10,13,,23252
32956,1005056,P00220442,M,46-50,1,C,1,1,5,14,,8851
32957,1005056,P00117942,M,46-50,1,C,1,1,5,15,,8789
32958,1005056,P00233442,M,46-50,1,C,1,1,1,2,15,15887
32959,1005056,P00106042,M,46-50,1,C,1,1,5,,,8644
32960,1005056,P00120342,M,46-50,1,C,1,1,5,17,,8842
32961,1005056,P00089542,M,46-50,1,C,1,1,5,,,8680
32962,1005056,P00178442,M,46-50,1,C,1,1,5,,,8636
32963,1005056,P00067942,M,46-50,1,C,1,1,5,14,,8901
32964,1005056,P0095642,M,46-50,1,C,1,1,5,,,8896
32965,1005057,P00274942,M,51-55,7,C,4+,0,8,,,4248
32966,1005057,P00214442,M,51-55,7,C,4+,0,8,,,7973
32967,1005057,P00121342,M,51-55,7,C,4+,0,1,5,18,15454
32968,1005058,P00345742,M,55+,17,C,0,1,1,2,15,15180
32969,1005058,P00178542,M,55+,17,C,0,1,8,13,,7876
32970,1005058,P00177142,M,55+,17,C,0,1,8,13,,9994
32971,1005058,P00085142,M,55+,17,C,0,1,5,13,14,8882
32972,1005059,P0095242,M,46-50,16,C,1,1,4,5,,2755
32973,1005059,P00153442,M,46-50,16,C,1,1,8,17,,7935
32974,1005059,P00157642,M,46-50,16,C,1,1,1,14,16,11630
32975,1005060,P00338342,M,46-50,17,C,0,0,5,,,8726
32976,1005060,P00286042,M,46-50,17,C,0,0,18,,,2395
32977,1005060,P00130642,M,46-50,17,C,0,0,11,16,,2946
32978,1005060,P00057742,M,46-50,17,C,0,0,2,8,18,6783
32979,1005060,P00117942,M,46-50,17,C,0,0,5,15,,6863
32980,1005060,P00100442,M,46-50,17,C,0,0,2,4,5,12741
32981,1005060,P00161942,M,46-50,17,C,0,0,5,8,,5407
32982,1005061,P00065042,F,18-25,19,C,2,1,5,15,,7089
32983,1005061,P0099042,F,18-25,19,C,2,1,5,12,14,6887
32984,1005061,P00223942,F,18-25,19,C,2,1,5,8,,3722
32985,1005061,P00265142,F,18-25,19,C,2,1,3,12,,13328
32986,1005061,P00189842,F,18-25,19,C,2,1,3,4,5,10859
32987,1005061,P0096142,F,18-25,19,C,2,1,3,4,,13434
32988,1005061,P00144642,F,18-25,19,C,2,1,1,15,16,15287
32989,1005063,P00119642,F,0-17,10,B,3,0,1,2,8,19621
32990,1005063,P00089342,F,0-17,10,B,3,0,8,,,9707
32991,1005063,P00271142,F,0-17,10,B,3,0,5,,,8902
32992,1005063,P00025442,F,0-17,10,B,3,0,1,2,9,19303
32993,1005063,P00006142,F,0-17,10,B,3,0,8,,,9963
32994,1005063,P00214842,F,0-17,10,B,3,0,14,,,11617
32995,1005063,P00115642,F,0-17,10,B,3,0,8,14,,10081
32996,1005064,P00178242,M,18-25,4,B,0,0,8,,,5878
32997,1005064,P00109842,M,18-25,4,B,0,0,8,,,6161
32998,1005064,P00029942,M,18-25,4,B,0,0,8,,,7967
32999,1005064,P00028842,M,18-25,4,B,0,0,6,8,,20465
33000,1005065,P00058042,M,26-35,14,C,4+,1,8,16,,7986
33001,1005065,P00046742,M,26-35,14,C,4+,1,1,2,15,15559
33002,1005065,P00352842,M,26-35,14,C,4+,1,2,6,15,9836
33003,1005065,P00088642,M,26-35,14,C,4+,1,5,8,17,8742
33004,1005065,P00083942,M,26-35,14,C,4+,1,12,14,,1746
33005,1005065,P00058142,M,26-35,14,C,4+,1,3,4,12,8248
33006,1005066,P00125142,F,26-35,1,C,4+,1,11,,,3231
33007,1005066,P00286642,F,26-35,1,C,4+,1,11,14,,5996
33008,1005067,P00051842,M,55+,13,B,1,0,4,8,,2791
33009,1005067,P00116142,M,55+,13,B,1,0,10,13,16,19333
33010,1005067,P00111542,M,55+,13,B,1,0,2,17,,16487
33011,1005067,P00084842,M,55+,13,B,1,0,8,16,,9984
33012,1005068,P00113642,M,36-45,7,C,2,0,8,,,7959
33013,1005068,P00119742,M,36-45,7,C,2,0,5,8,12,6960
33014,1005068,P00177842,M,36-45,7,C,2,0,8,,,7791
33015,1005068,P00216042,M,36-45,7,C,2,0,5,8,,7013
33016,1005068,P00178942,M,36-45,7,C,2,0,5,8,,7145
33017,1005069,P00088242,F,55+,0,C,3,1,6,10,13,20629
33018,1005070,P00214442,M,26-35,2,A,0,0,8,,,5997
33019,1005070,P00220342,M,26-35,2,A,0,0,5,,,8711
33020,1005070,P00289342,M,26-35,2,A,0,0,5,8,14,8774
33021,1005070,P00071442,M,26-35,2,A,0,0,15,17,,21543
33022,1005070,P00114942,M,26-35,2,A,0,0,1,15,16,15570
33023,1005070,P00192542,M,26-35,2,A,0,0,1,2,9,15498
33024,1005070,P00127342,M,26-35,2,A,0,0,1,2,15,7949
33025,1005070,P00109242,M,26-35,2,A,0,0,6,8,10,12115
33026,1005070,P00146442,M,26-35,2,A,0,0,8,,,8116
33027,1005070,P00170642,M,26-35,2,A,0,0,5,8,,8634
33028,1005070,P00184142,M,26-35,2,A,0,0,8,14,,7964
33029,1005070,P00344242,M,26-35,2,A,0,0,8,10,,7761
33030,1005070,P00113342,M,26-35,2,A,0,0,1,8,17,15777
33031,1005070,P00165142,M,26-35,2,A,0,0,5,7,,7002
33032,1005070,P00085042,M,26-35,2,A,0,0,5,6,,5188
33033,1005070,P00319042,M,26-35,2,A,0,0,5,,,7000
33034,1005070,P00036842,M,26-35,2,A,0,0,1,14,16,7917
33035,1005070,P00208342,M,26-35,2,A,0,0,1,16,,15703
33036,1005070,P00052442,M,26-35,2,A,0,0,5,8,,2032
33037,1005070,P00333042,M,26-35,2,A,0,0,5,8,,6945
33038,1005070,P00228242,M,26-35,2,A,0,0,8,,,7828
33039,1005070,P00211042,M,26-35,2,A,0,0,5,,,5193
33040,1005070,P00319242,M,26-35,2,A,0,0,8,,,6045
33041,1005070,P00029242,M,26-35,2,A,0,0,8,,,8005
33042,1005071,P00294242,F,26-35,7,B,2,0,4,5,,2851
33043,1005071,P00346942,F,26-35,7,B,2,0,1,5,,15223
33044,1005071,P00110742,F,26-35,7,B,2,0,1,2,8,15701
33045,1005071,P00274042,F,26-35,7,B,2,0,1,,,15877
33046,1005074,P00327242,M,0-17,0,B,2,0,5,8,,8696
33047,1005074,P00003442,M,0-17,0,B,2,0,4,5,8,2139
33048,1005074,P00005042,M,0-17,0,B,2,0,6,16,,16657
33049,1005074,P00304942,M,0-17,0,B,2,0,6,8,,8321
33050,1005074,P00265742,M,0-17,0,B,2,0,5,12,,3506
33051,1005074,P00037142,M,0-17,0,B,2,0,1,2,5,3908
33052,1005074,P00080342,M,0-17,0,B,2,0,1,6,8,19467
33053,1005074,P00117242,M,0-17,0,B,2,0,8,17,,5960
33054,1005074,P00073642,M,0-17,0,B,2,0,8,,,9834
33055,1005074,P00277442,M,0-17,0,B,2,0,1,6,15,15781
33056,1005074,P00352142,M,0-17,0,B,2,0,1,6,16,11951
33057,1005074,P00113542,M,0-17,0,B,2,0,8,17,,7977
33058,1005074,P00116542,M,0-17,0,B,2,0,5,17,,7093
33059,1005074,P00188742,M,0-17,0,B,2,0,8,14,17,10073
33060,1005074,P00028042,M,0-17,0,B,2,0,1,16,,18959
33061,1005074,P00192042,M,0-17,0,B,2,0,5,9,14,5324
33062,1005074,P00170642,M,0-17,0,B,2,0,5,8,,7175
33063,1005074,P00117942,M,0-17,0,B,2,0,5,15,,7019
33064,1005074,P00213242,M,0-17,0,B,2,0,5,8,,8863
33065,1005074,P00177342,M,0-17,0,B,2,0,8,,,6089
33066,1005074,P00067342,M,0-17,0,B,2,0,8,,,10012
33067,1005074,P00137142,M,0-17,0,B,2,0,13,,,746
33068,1005074,P00029942,M,0-17,0,B,2,0,8,,,5897
33069,1005074,P00109842,M,0-17,0,B,2,0,8,,,9776
33070,1005074,P00366442,M,0-17,0,B,2,0,8,12,,9838
33071,1005074,P00003042,M,0-17,0,B,2,0,8,,,6032
33072,1005075,P00117942,M,51-55,6,C,1,1,5,15,,3505
33073,1005075,P00114942,M,51-55,6,C,1,1,1,15,16,19090
33074,1005075,P00221542,M,51-55,6,C,1,1,5,15,,3572
33075,1005076,P00255842,M,26-35,3,B,4+,0,16,,,20226
33076,1005076,P00070942,M,26-35,3,B,4+,0,3,5,16,10703
33077,1005076,P00110042,M,26-35,3,B,4+,0,5,14,,5324
33078,1005076,P00065042,M,26-35,3,B,4+,0,5,15,,7190
33079,1005076,P00118242,M,26-35,3,B,4+,0,5,8,,3663
33080,1005076,P00216042,M,26-35,3,B,4+,0,5,8,,5232
33081,1005077,P00051442,M,26-35,2,A,0,0,8,17,,8010
33082,1005077,P00125742,M,26-35,2,A,0,0,8,,,9922
33083,1005077,P00100542,M,26-35,2,A,0,0,16,,,20326
33084,1005077,P00350342,M,26-35,2,A,0,0,1,6,,8237
33085,1005077,P00032842,M,26-35,2,A,0,0,8,,,6080
33086,1005077,P00112442,M,26-35,2,A,0,0,6,8,,20592
33087,1005077,P00100442,M,26-35,2,A,0,0,2,4,5,16299
33088,1005077,P00300542,M,26-35,2,A,0,0,8,,,9752
33089,1005077,P00245942,M,26-35,2,A,0,0,15,,,20954
33090,1005077,P00240142,M,26-35,2,A,0,0,5,,,5268
33091,1005077,P00224742,M,26-35,2,A,0,0,8,,,3976
33092,1005077,P00268442,M,26-35,2,A,0,0,8,17,,7848
33093,1005078,P00117942,M,46-50,7,C,1,0,5,15,,7190
33094,1005078,P00127642,M,46-50,7,C,1,0,1,2,15,18974
33095,1005078,P00270842,M,46-50,7,C,1,0,5,,,5229
33096,1005078,P00216042,M,46-50,7,C,1,0,5,8,,7131
33097,1005079,P00267642,M,26-35,4,C,0,0,8,,,7780
33098,1005079,P00302342,M,26-35,4,C,0,0,8,,,8009
33099,1005080,P00251242,F,51-55,12,B,2,1,5,11,,8668
33100,1005080,P00024742,F,51-55,12,B,2,1,8,11,,4011
33101,1005080,P00190242,F,51-55,12,B,2,1,4,5,,2763
33102,1005080,P00334742,F,51-55,12,B,2,1,2,17,,12884
33103,1005080,P00325742,F,51-55,12,B,2,1,2,9,,12912
33104,1005081,P00117942,F,18-25,4,B,3,0,5,15,,7042
33105,1005081,P00216342,F,18-25,4,B,3,0,3,4,5,8190
33106,1005081,P00220442,F,18-25,4,B,3,0,5,14,,7114
33107,1005081,P00125642,F,18-25,4,B,3,0,5,14,,7132
33108,1005082,P00272842,M,36-45,1,C,4+,0,5,14,,8764
33109,1005082,P00116942,M,36-45,1,C,4+,0,6,10,16,20218
33110,1005082,P00240142,M,36-45,1,C,4+,0,5,,,8670
33111,1005082,P00252442,M,36-45,1,C,4+,0,8,,,7819
33112,1005082,P00086042,M,36-45,1,C,4+,0,8,14,17,5977
33113,1005082,P00025942,M,36-45,1,C,4+,0,8,14,,5990
33114,1005082,P00108442,M,36-45,1,C,4+,0,5,,,5352
33115,1005083,P00150942,M,26-35,4,B,4+,1,6,11,13,20537
33116,1005083,P00261242,M,26-35,4,B,4+,1,1,17,,4125
33117,1005083,P00183342,M,26-35,4,B,4+,1,5,15,18,5442
33118,1005083,P00231242,M,26-35,4,B,4+,1,16,,,16718
33119,1005084,P00117442,M,18-25,4,B,1,0,5,14,,3519
33120,1005084,P00302042,M,18-25,4,B,1,0,5,,,8880
33121,1005084,P00302542,M,18-25,4,B,1,0,5,,,5401
33122,1005084,P00127942,M,18-25,4,B,1,0,1,2,5,4393
33123,1005084,P00156542,M,18-25,4,B,1,0,4,5,,685
33124,1005084,P00156342,M,18-25,4,B,1,0,5,,,1713
33125,1005084,P00187942,M,18-25,4,B,1,0,4,8,,1409
33126,1005085,P00025442,M,55+,17,C,0,0,1,2,9,19622
33127,1005085,P00313742,M,55+,17,C,0,0,18,,,3877
33128,1005085,P00282242,M,55+,17,C,0,0,5,8,17,8905
33129,1005085,P00115642,M,55+,17,C,0,0,8,14,,9998
33130,1005085,P00131042,M,55+,17,C,0,0,8,,,9698
33131,1005085,P00061142,M,55+,17,C,0,0,8,16,,10008
33132,1005085,P00113842,M,55+,17,C,0,0,6,8,16,20448
33133,1005085,P00188742,M,55+,17,C,0,0,8,14,17,10014
33134,1005085,P00120342,M,55+,17,C,0,0,5,17,,8782
33135,1005085,P00285242,M,55+,17,C,0,0,17,,,10606
33136,1005085,P00273442,M,55+,17,C,0,0,12,14,17,1396
33137,1005085,P00147942,M,55+,17,C,0,0,1,16,,19585
33138,1005085,P00241642,M,55+,17,C,0,0,1,2,11,12123
33139,1005085,P00353642,M,55+,17,C,0,0,5,8,,8608
33140,1005085,P0099842,M,55+,17,C,0,0,5,12,14,7143
33141,1005086,P00124842,M,26-35,1,C,0,1,11,,,5937
33142,1005086,P00276342,M,26-35,1,C,0,1,5,,,8739
33143,1005086,P00111142,M,26-35,1,C,0,1,1,15,16,15502
33144,1005086,P00205442,M,26-35,1,C,0,1,5,8,14,7190
33145,1005086,P00271242,M,26-35,1,C,0,1,8,14,,7998
33146,1005086,P00188442,M,26-35,1,C,0,1,5,7,,6965
33147,1005086,P00344342,M,26-35,1,C,0,1,8,14,,7925
33148,1005087,P00232342,F,26-35,6,B,1,1,11,,,6090
33149,1005087,P00025542,F,26-35,6,B,1,1,8,,,8118
33150,1005087,P00293242,F,26-35,6,B,1,1,8,16,,10069
33151,1005087,P00296942,F,26-35,6,B,1,1,8,,,9718
33152,1005087,P00337642,F,26-35,6,B,1,1,3,4,,13268
33153,1005087,P00260142,F,26-35,6,B,1,1,5,14,,3583
33154,1005087,P00294242,F,26-35,6,B,1,1,4,5,,2099
33155,1005087,P00089442,F,26-35,6,B,1,1,8,,,9945
33156,1005087,P00086042,F,26-35,6,B,1,1,8,14,17,10022
33157,1005087,P00312942,F,26-35,6,B,1,1,8,14,,7863
33158,1005087,P00197042,F,26-35,6,B,1,1,5,,,7027
33159,1005087,P00227742,F,26-35,6,B,1,1,5,14,,5322
33160,1005087,P00355642,F,26-35,6,B,1,1,16,,,16428
33161,1005087,P00358342,F,26-35,6,B,1,1,11,15,16,3066
33162,1005087,P00059742,F,26-35,6,B,1,1,1,11,15,7975
33163,1005087,P00194442,F,26-35,6,B,1,1,5,,,3678
33164,1005087,P00208742,F,26-35,6,B,1,1,1,6,16,3960
33165,1005088,P00112642,M,26-35,17,C,1,0,1,2,5,15869
33166,1005089,P00084242,F,36-45,16,C,2,0,8,14,,7763
33167,1005089,P00339042,F,36-45,16,C,2,0,5,,,5159
33168,1005090,P00331942,F,36-45,19,B,3,1,5,,,6988
33169,1005090,P00265242,F,36-45,19,B,3,1,5,8,,8682
33170,1005090,P00015742,F,36-45,19,B,3,1,7,,,20641
33171,1005090,P00026642,F,36-45,19,B,3,1,8,,,6203
33172,1005090,P0094542,F,36-45,19,B,3,1,2,4,9,6935
33173,1005090,P00233442,F,36-45,19,B,3,1,1,2,15,11698
33174,1005090,P00101842,F,36-45,19,B,3,1,6,16,,20314
33175,1005090,P00120142,F,36-45,19,B,3,1,5,,,8577
33176,1005090,P00270542,F,36-45,19,B,3,1,1,6,8,15479
